nsd_id,caption,true_captions
18543,a man sitting on a bench next to a boat,"['A person standing next to a building holding an open red umbrella.', 'A person standing next to a building holding an open red umbrella.', 'There is a person sitting under a red umbrella', 'There is a person sitting under a red umbrella', 'A person standing by a  wall holding a red umbrella', 'A person standing by a  wall holding a red umbrella', 'Person standing on a balcony overlooking a building with a bright red umbrella.', 'Person standing on a balcony overlooking a building with a bright red umbrella.', 'an image of a person carrying a red umbrella', 'an image of a person carrying a red umbrella']"
22873,a man and a woman on a bike,"['THERE IS A WOMAN THAT IS WALKING THE STREET ', 'THERE IS A WOMAN THAT IS WALKING THE STREET ', 'A woman in a red dress walking down a street.', 'A woman in a red dress walking down a street.', 'A woman in a pinkish dress walks while looking at her phone.', 'A woman in a pinkish dress walks while looking at her phone.', 'A woman walks by a construction site while texting.', 'A woman walks by a construction site while texting.', 'A woman in a dress is walking checking a cell phone.', 'A woman in a dress is walking checking a cell phone.']"
4835,a bus on a street,"['A blue bus going down a street with houses and buildings on either side.', 'A blue bus going down a street with houses and buildings on either side.', 'A bus traveling down the street near a bunch of buildings', 'A bus traveling down the street near a bunch of buildings', 'The passenger bus is travelling down the street.', 'The passenger bus is travelling down the street.', 'A bus driving down a city street lined with buildings.', 'A bus driving down a city street lined with buildings.', 'a public transit bus on a city street ', 'a public transit bus on a city street ']"
48157,a bathroom with a toilet and a sink,"['A bathroom with a white toilet sitting next to a bath tub and sink.', 'A bathroom with a white toilet sitting next to a bath tub and sink.', 'A small bathroom with tan colored tiles and white bath, toilet and sink. ', 'A small bathroom with tan colored tiles and white bath, toilet and sink. ', 'A clean tiled bathroom as viewed from the hallway.', 'A clean tiled bathroom as viewed from the hallway.', 'A small bathroom contains a toilet, sink, and bath tub.', 'A small bathroom contains a toilet, sink, and bath tub.', 'The marble tile on the wall and floor give this bathroom elegance.', 'The marble tile on the wall and floor give this bathroom elegance.']"
36476,a brown and black cat sitting on a bench,"['Two dogs that are sitting on a boat.', 'Two dogs that are sitting on a boat.', 'Dogs sitting on the deck of a sail boat.', 'Dogs sitting on the deck of a sail boat.', 'Two dogs on a white boat with wood trim.', 'Two dogs on a white boat with wood trim.', 'two white dogs on a ship gazing at', 'two white dogs on a ship gazing at', 'Two dogs are seen sitting on top of a boat.', 'Two dogs are seen sitting on top of a boat.']"
28418,a man is flying a kite on a sunny day,"['a man riding a wave on a surfboard.', 'a man riding a wave on a surfboard.', 'A man in a wet suit water boarding. ', 'A man in a wet suit water boarding. ', 'A man is holding on to his handle as he water skies. ', 'A man is holding on to his handle as he water skies. ', 'A man in a black wet-suit para-surfing in the water. ', 'A man in a black wet-suit para-surfing in the water. ', 'A man in black wind surfing in the water.', 'A man in black wind surfing in the water.']"
70232,a man and a woman walking down a street,"['People standing on a sidewalk in front of a crosswalk.', 'People standing on a sidewalk in front of a crosswalk.', 'Group of people standing on the side of a busy city street. ', 'Group of people standing on the side of a busy city street. ', 'A group of people are getting ready to cross in a crosswalk', 'A group of people are getting ready to cross in a crosswalk', 'A beautiful woman holding a brown purse standing in front of a cross walk.', 'A beautiful woman holding a brown purse standing in front of a cross walk.', 'Several people who are waiting to cross a street.', 'Several people who are waiting to cross a street.']"
4436,a close up of a small piece of food,"['Glass of frothy white liquid sitting on wooden surface next to a banana', 'Glass of frothy white liquid sitting on wooden surface next to a banana', 'The cup is full of a liquid and a yellow banana is right beside it. ', 'The cup is full of a liquid and a yellow banana is right beside it. ', 'A banana and a glass of yogurt are on a wooden table.', 'A banana and a glass of yogurt are on a wooden table.', 'A banana and a bowl of cereal with milk', 'A banana and a bowl of cereal with milk', 'there is a banana on the table next to some milk', 'there is a banana on the table next to some milk']"
46380,a man and a woman on a bike on a road,"['A woman riding a bike down a bike trail.', 'A woman riding a bike down a bike trail.', 'A woman looks behind her and smiles on a bicycle by water.', 'A woman looks behind her and smiles on a bicycle by water.', 'A woman is riding a bike along a pathway beside a lake.', 'A woman is riding a bike along a pathway beside a lake.', 'a woman riding a bicycle on the sidewalk next to a body of water', 'a woman riding a bicycle on the sidewalk next to a body of water', 'A very pretty girl on a bike by the water.', 'A very pretty girl on a bike by the water.']"
49944,a red and white bird on a field,"['A fire hydrant in the park is rusted and old', 'A fire hydrant in the park is rusted and old', 'A water hydrant on a field with grass', 'A water hydrant on a field with grass', 'A fire hydrant sits in the middle of the grass', 'A fire hydrant sits in the middle of the grass', 'A red and white fire hydrant on a field of grass.', 'A red and white fire hydrant on a field of grass.', 'a red and white fire hydrogn in a grassy field', 'a red and white fire hydrogn in a grassy field']"
24517,a man is standing next to a large animal,"[""A girl petting an elephant's trunk in an enclosure."", ""A girl petting an elephant's trunk in an enclosure."", 'A woman reaching out to pet an elephants trunk that is standing on front of her.', 'A woman reaching out to pet an elephants trunk that is standing on front of her.', 'A lady petting the trunk of an elephant', 'A lady petting the trunk of an elephant', 'A woman pets the trunk of an elephant. ', 'A woman pets the trunk of an elephant. ', 'a woman is petting an elephant and a fence', 'a woman is petting an elephant and a fence']"
61738,a table with a large bowl of food and a chair,"['a dinner table set with many plates and spoons and forks', 'a dinner table set with many plates and spoons and forks', 'A wooden table topped with plates with cups on them.', 'A wooden table topped with plates with cups on them.', 'A dining room featuring a long table and colorful dishes.', 'A dining room featuring a long table and colorful dishes.', 'a table with some red white and blue plates and some silverware', 'a table with some red white and blue plates and some silverware', 'a dinning room in red set up for company ', 'a dinning room in red set up for company ']"
29568,a large animal standing on a rocky hill,"['A bird standing on some sea weed in the water.', 'A bird standing on some sea weed in the water.', 'A bird stands on the edge of the water.', 'A bird stands on the edge of the water.', 'There is a bird standing near the water.', 'There is a bird standing near the water.', 'A bird stands in the water, among a great deal of algae', 'A bird stands in the water, among a great deal of algae', 'a bird with skinny legs that are standing in some water', 'a bird with skinny legs that are standing in some water']"
